"Model: 'ARClock_withLocalization::PDE R1um, Gene in R<0.1, D=0'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simulation: 'Simulation1' (),,,,,,DA,2,,D_PRM,0,,,,,,,,,,,,,,,,,,,,,,
(SimID_1370467900_0_ (PDE Simulation)),,,,,,DR,50,,,,,,,,,,,,,,,,,,,,,,,,,
Sim time range (0.0 200.0) (saved timepoints 201),,,,,,DC,1.9,,,,,,,,,,,,,,,,,,,,,,,,,
Number of variables (46),,,,,,D_RNA,5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable ('A') times (0.0 200.0) (roi=('vl2') coord=(X=-1.0 Y=0.0 Z=0.0)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Times (s) down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distances (um) along diameter d=2um ->,,0,0.05,0.05,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.95,1.95,2,,MAX,MIN,AVG,,RATIO
,36,0,0,0.111223763,0.111288547,0.111418116,0.11168398,0.112095952,0.112662828,0.113387206,0.114255037,0.115207152,0.11605088,0.116230991,0.115458986,0.114404606,0.113364998,0.112447459,0.111686631,0.111089385,0.110651732,0.110366063,0.110225204,0.110154775,0,0,,0.116230991,0.110154775,0.112635919,,1.055160712
,37,0,0,0.112056288,0.112121639,0.112252341,0.112520267,0.112934659,0.113503068,0.114225683,0.115084221,0.116013718,0.11682107,0.116987988,0.116249439,0.115221086,0.114193048,0.113277503,0.112513971,0.111912433,0.111470632,0.111181854,0.111039354,0.110968104,0,0,,0.116987988,0.110968104,0.113454684,,1.054248772
,38,0,0,0.114055357,0.114121295,0.11425317,0.114523177,0.114939846,0.11550925,0.11622885,0.117075917,0.117980003,0.118749012,0.118902106,0.118197612,0.117197623,0.116183325,0.115271029,0.114505226,0.113899325,0.113453099,0.11316093,0.113016621,0.112944466,0,0,,0.118902106,0.112944466,0.115436535,,1.052748396
,39,0,0,0.116814415,0.116880931,0.117013963,0.117285949,0.117704556,0.118274146,0.118989205,0.119822482,0.120698615,0.121427988,0.12156687,0.120896245,0.119926431,0.118927991,0.118020399,0.117252998,0.116642861,0.116192061,0.115896291,0.115750036,0.115676908,0,0,,0.12156687,0.115676908,0.11817435,,1.050917348
,40,0,0,0.120246578,0.120313632,0.12044774,0.120721467,0.121141463,0.121710165,0.122418894,0.123235957,0.124081816,0.124770745,0.124895173,0.124257664,0.123319346,0.122338767,0.121437468,0.120669352,0.120055286,0.119599889,0.119300381,0.119152074,0.11907792,0,0,,0.124895173,0.11907792,0.121580561,,1.048852487
,41,0,0,0.124415813,0.124483327,0.124618354,0.124893434,0.125314044,0.125880508,0.126580874,0.127379208,0.128192641,0.128840624,0.128950415,0.128344865,0.127438928,0.126478051,0.125584701,0.124816918,0.124199395,0.123739497,0.123436185,0.123285752,0.123210535,0,0,,0.128950415,0.123210535,0.125718289,,1.046585951
,42,0,0,0.129492997,0.129560849,0.129696555,0.129972426,0.130392628,0.130955214,0.131644918,0.132421873,0.133200775,0.133807391,0.133902309,0.133327318,0.132454301,0.131514795,0.130631075,0.129864792,0.129244415,0.128780215,0.12847309,0.128320483,0.128244179,0,0,,0.133902309,0.128244179,0.130757267,,1.044119971
,43,0,0,0.135786546,0.135854563,0.135990596,0.136266484,0.136684942,0.137241622,0.137917959,0.138670526,0.139412494,0.139976982,0.140056545,0.139510702,0.138671043,0.137754536,0.136882186,0.136118685,0.135496164,0.135027934,0.134717032,0.134562219,0.134484812,0,0,,0.140056545,0.134484812,0.137004027,,1.041430204
,44,0,0,0.143878135,0.143946051,0.144081885,0.14435665,0.144771463,0.145319437,0.145978724,0.146702728,0.14740403,0.147924236,0.147987292,0.147469691,0.146664447,0.145773099,0.144914281,0.144155142,0.143531369,0.143059462,0.142744836,0.142587781,0.142509254,0,0,,0.147987292,0.142509254,0.14503619,,1.038439882
,45,0,0,0.155101482,0.155168756,0.155303304,0.155574641,0.155982029,0.156515777,0.157150676,0.157837358,0.158489,0.158957736,0.159001064,0.158513149,0.157746846,0.15688604,0.156045438,0.155293992,0.154670935,0.154196286,0.153878253,0.15371901,0.153639389,0,0,,0.159001064,0.153639389,0.156174817,,1.034897788
,46,0,0,0.173817254,0.173881063,0.174008681,0.174264906,0.174646449,0.175140131,0.175717271,0.176327036,0.176887161,0.177268801,0.177279579,0.176839021,0.17614208,0.175344041,0.17455002,0.173828562,0.173222254,0.172755423,0.172440172,0.172281543,0.172202228,0,0,,0.177279579,0.172202228,0.174706842,,1.029484818
,47,0,0,0.206308408,0.206332093,0.206379462,0.206474156,0.206613373,0.206789368,0.206987828,0.207186414,0.207353079,0.207443644,0.207401875,0.207206533,0.206912648,0.206572065,0.206225053,0.205901661,0.205623386,0.205404691,0.205254555,0.205178149,0.205139946,0,0,,0.207443644,0.205139946,0.206413733,,1.011229885
,48,0,0,0.243357654,0.243367586,0.243387448,0.243427228,0.243486032,0.243561092,0.243647043,0.243735147,0.243812309,0.243859437,0.24384943,0.24377141,0.243652732,0.243516177,0.243378348,0.243251071,0.243142414,0.243057598,0.24299967,0.242970293,0.242955604,0,0,,0.243859437,0.242955604,0.243437415,,1.003720158
,49,0,0,0.314372635,0.314382985,0.314403684,0.314445158,0.314506582,0.314585313,0.314676085,0.314770135,0.314854043,0.314907785,0.314902056,0.314824917,0.314706042,0.314569397,0.314432015,0.314305702,0.314198333,0.314114829,0.314057979,0.314029213,0.31401483,0,0,,0.314907785,0.31401483,0.314479034,,1.00284367
,50,0,0,0.411362915,0.411376712,0.411404306,0.411459565,0.411541351,0.411646104,0.411766787,0.411891743,0.412003203,0.412074763,0.412067871,0.411966809,0.41181054,0.411630571,0.411449384,0.411282624,0.411140771,0.411030393,0.410955227,0.41091719,0.410898171,0,0,,0.412074763,0.410898171,0.411508429,,1.002863464
,51,0,0,0.522652942,0.52267501,0.522719146,0.522807449,0.522937889,0.523104451,0.523295507,0.523492135,0.523665972,0.523775615,0.523761477,0.523599416,0.523349445,0.523060712,0.522768933,0.522499423,0.522269448,0.522090042,0.521967632,0.521905609,0.521874597,0,0,,0.523775615,0.521874597,0.522870136,,1.003642672
,52,0,0,0.63518125,0.635230723,0.635329669,0.635527582,0.635819601,0.636191627,0.636616778,0.637051881,0.637433103,0.637668498,0.637625028,0.637248826,0.636674826,0.63601235,0.635341841,0.634721176,0.634190409,0.633775544,0.633492016,0.633348191,0.633276278,0,0,,0.637668498,0.633276278,0.635607486,,1.006935709
,53,0,0,0.50538565,0.505452882,0.505587347,0.505862948,0.506288635,0.506870735,0.507606785,0.508474002,0.50940161,0.510194189,0.510339928,0.509578936,0.508517422,0.507445136,0.506480726,0.505669888,0.505026916,0.504552243,0.504240742,0.504086612,0.504009546,0,0,,0.510339928,0.504009546,0.506717756,,1.012560042
,54,0,0,0.256634243,0.256698047,0.256825654,0.257087902,0.257495491,0.258059251,0.258786039,0.259670043,0.260665246,0.261584344,0.261791486,0.26094582,0.259839093,0.258777576,0.257856205,0.257099728,0.256509396,0.256078347,0.255797579,0.255659293,0.255590149,0,0,,0.261791486,0.255590149,0.258069092,,1.024262817
,55,0,0,0.161962851,0.162026338,0.162153313,0.162414327,0.162820204,0.163382099,0.164107597,0.164992398,0.165993136,0.166924219,0.167136165,0.166279139,0.165166048,0.164103772,0.163184519,0.162431134,0.161843859,0.161415336,0.161136334,0.160998951,0.16093026,0,0,,0.167136165,0.16093026,0.163400095,,1.038562702
,56,0,0,0.127144299,0.127207974,0.127335323,0.127597041,0.128003815,0.128566468,0.129291849,0.130174115,0.131167147,0.132083563,0.132290215,0.131448007,0.130344546,0.129285864,0.128366946,0.127612547,0.127023903,0.126594134,0.126314226,0.126176373,0.126107446,0,0,,0.132290215,0.126107446,0.128577895,,1.049027785
,57,0,0,0.114978801,0.115042859,0.115170973,0.115434135,0.115842757,0.116407015,0.117132349,0.118010077,0.118989278,0.11988,0.120077257,0.119260385,0.118173822,0.117121322,0.116202581,0.115445835,0.114854208,0.114421755,0.114139904,0.114001042,0.113931611,0,0,,0.120077257,0.113931611,0.116405617,,1.053941528
,58,0,0,0.111497229,0.111561773,0.111690862,0.111955841,0.112366734,0.112932818,0.11365766,0.114528986,0.115490243,0.116349376,0.116535098,0.115748589,0.114683474,0.11363939,0.112721299,0.111961749,0.111366345,0.110930422,0.110646032,0.110505845,0.110435751,0,0,,0.116535098,0.110435751,0.112914548,,1.055229817
,59,0,0,0.111494427,0.11155952,0.111689707,0.1119567,0.112370014,0.112937788,0.113661329,0.114524289,0.115464277,0.116288214,0.116461137,0.115707473,0.114667141,0.113633652,0.112717072,0.111954714,0.111355119,0.110915218,0.110627872,0.11048613,0.110415259,0,0,,0.116461137,0.110415259,0.112899383,,1.054755818
,60,0,0,0.113052732,0.113118406,0.113249754,0.113518834,0.113934513,0.114503556,0.115224679,0.116077162,0.116992956,0.117779334,0.117938676,0.117218914,0.116205968,0.115185251,0.11427133,0.113506475,0.112902523,0.112458305,0.112167685,0.112024205,0.111952465,0,0,,0.117938676,0.111952465,0.114442082,,1.053471008
,61,0,0,0.115495187,0.115561447,0.115693967,0.115965088,0.116382882,0.116952505,0.117669804,0.11850955,0.119398501,0.12014575,0.120291033,0.119605304,0.118621785,0.117615986,0.116706099,0.115939315,0.115331048,0.114882307,0.11458817,0.114442801,0.114370117,0,0,,0.120291033,0.114370117,0.116865174,,1.051769777
,62,0,0,0.1186244,0.11869122,0.118824861,0.119097849,0.119517306,0.120086552,0.120798344,0.121622988,0.122482713,0.123189806,0.123320781,0.122668502,0.121715933,0.120727135,0.11982282,0.1190549,0.118442543,0.117989201,0.11769138,0.117544003,0.117470315,0,0,,0.123320781,0.117470315,0.119970645,,1.049803791
,63,0,0,0.122448465,0.122515785,0.122650425,0.122924958,0.123345403,0.123913055,0.124617435,0.125424476,0.126252693,0.126919068,0.127035439,0.126415735,0.12549521,0.12452529,0.123628172,0.122860102,0.12224406,0.121786159,0.121484555,0.121335082,0.121260345,0,0,,0.127035439,0.121260345,0.123765805,,1.047625582
,64,0,0,0.127090715,0.127158434,0.127293871,0.127569469,0.127989998,0.128554545,0.12924933,0.130036204,0.130830842,0.131456049,0.131557669,0.130969169,0.130081353,0.129132075,0.128243832,0.127476726,0.126857545,0.126395243,0.126089824,0.125938196,0.125862381,0,0,,0.131557669,0.125862381,0.128373022,,1.045250116
,65,0,0,0.132788856,0.132856825,0.132992763,0.133268756,0.133688186,0.134247796,0.134930495,0.135694403,0.136453261,0.137036766,0.137123296,0.136564556,0.135709886,0.134782863,0.133905193,0.133140278,0.132518622,0.13205216,0.131742945,0.131589124,0.131512214,0,0,,0.137123296,0.131512214,0.134028535,,1.042665858
,66,0,0,0.139973557,0.140041561,0.140177568,0.140453016,0.140869759,0.141422069,0.142089567,0.142827025,0.143547178,0.144087673,0.144158335,0.143628113,0.142807228,0.141904258,0.141039042,0.140277709,0.139654362,0.139184047,0.13887108,0.138715033,0.138637009,0,0,,0.144158335,0.138637009,0.141160247,,1.039825769
,67,0,0,0.149535274,0.149602944,0.149738284,0.150011615,0.150423074,0.150964277,0.151611545,0.152316696,0.15299245,0.153485829,0.153538661,0.15303692,0.152252078,0.151376411,0.150526654,0.149771049,0.14914723,0.148673577,0.14835697,0.148198675,0.148119528,0,0,,0.153538661,0.148119528,0.150651416,,1.036586213
,68,0,0,0.163898962,0.163965167,0.164097577,0.164364036,0.164762544,0.165281599,0.165894027,0.16654923,0.167161799,0.16759207,0.167620609,0.167153431,0.166416417,0.165580647,0.164757087,0.164015127,0.163396,0.162921983,0.162603214,0.162443239,0.162363252,0,0,,0.167620609,0.162363252,0.164897048,,1.032380216
,69,0,0,0.192151532,0.192201716,0.192302085,0.192502762,0.192799001,0.193176977,0.193609985,0.194054498,0.194445312,0.194688477,0.19465971,0.194310247,0.193761315,0.193122847,0.192476086,0.191878514,0.19136897,0.190971928,0.19070134,0.190564365,0.190495877,0,0,,0.194688477,0.190495877,0.192678264,,1.022008873
,70,0,0,0.222774588,0.222786474,0.222810246,0.222857835,0.222928024,0.223017215,0.223118549,0.223221118,0.223308897,0.223359151,0.223340708,0.223241359,0.223092356,0.222920775,0.222746956,0.222585719,0.222447491,0.222339165,0.222264953,0.222227229,0.222208367,0,0,,0.223359151,0.222208367,0.222837961,,1.00517885
,71,0,0,0.278640413,0.278650137,0.278669586,0.278708551,0.278766237,0.278840104,0.27892511,0.279012967,0.279090973,0.27914036,0.279133793,0.279060216,0.278947255,0.278817385,0.2786867,0.278566413,0.278464059,0.278384375,0.278330085,0.278302599,0.278288856,0,0,,0.27914036,0.278288856,0.27873458,,1.003059783
,72,0,0,0.365460619,0.365472487,0.365496223,0.365543767,0.365614168,0.365704411,0.365808469,0.365916344,0.366012698,0.366074688,0.366068799,0.365981371,0.365846303,0.365690928,0.365534668,0.365390981,0.365268849,0.365173868,0.365109215,0.365076502,0.365060146,0,0,,0.366074688,0.365060146,0.365585976,,1.002779108
,73,0,0,0.471754443,0.471771877,0.471806746,0.471876537,0.471979728,0.472111699,0.472263418,0.472420059,0.472559214,0.472647872,0.472638191,0.472510725,0.472313724,0.47208646,0.471857211,0.471645834,0.471465746,0.471325443,0.471229808,0.471181385,0.471157173,0,0,,0.472647872,0.471157173,0.47193349,,1.00316391
,74,0,0,0.585851696,0.585883752,0.585947863,0.586076077,0.586265271,0.586506405,0.586782189,0.587064806,0.58731296,0.587467056,0.587441799,0.587202777,0.586835902,0.586411833,0.5859825,0.585585133,0.585245422,0.584979981,0.584798636,0.584706671,0.584660688,0,0,,0.587467056,0.584660688,0.586143306,,1.004799994
,75,0,0,0.660303682,0.660422344,0.660659666,0.661137639,0.661852404,0.66278251,0.663878963,0.665053391,0.666160257,0.666957709,0.666968297,0.66597432,0.664509119,0.662883341,0.661291137,0.659856282,0.658655312,0.657732093,0.657108741,0.65679492,0.65663801,0,0,,0.666968297,0.65663801,0.661791435,,1.015732089
,76,0,0,0.340228393,0.340292832,0.34042171,0.340686412,0.341097323,0.341664484,0.342393025,0.343273673,0.344254655,0.345145559,0.345341528,0.344522052,0.343431322,0.342373207,0.341448379,0.340685871,0.340089296,0.339652981,0.339368495,0.339228297,0.339158198,0,0,,0.345341528,0.339158198,0.341655128,,1.018231405
,77,0,0,0.193215127,0.193278657,0.193405715,0.193666895,0.19407301,0.194635197,0.195361011,0.196246073,0.197246865,0.198177754,0.198389506,0.197532541,0.196419254,0.19535654,0.194436756,0.193682849,0.193095116,0.192666233,0.192386984,0.192249476,0.192180723,0,0,,0.198389506,0.192180723,0.194652489,,1.032307002
,78,0,0,0.138522518,0.138586076,0.13871319,0.138974465,0.139380668,0.139942818,0.140668199,0.141551878,0.142549334,0.1434742,0.143683927,0.142833241,0.141724289,0.140663631,0.139744638,0.138990944,0.138403196,0.137974231,0.137694905,0.137557354,0.137488578,0,0,,0.143683927,0.137488578,0.139958204,,1.045060826
,79,0,0,0.118824692,0.118888561,0.119016299,0.119278753,0.119686474,0.120249958,0.120975343,0.121855333,0.122841314,0.123744478,0.123946287,0.12311722,0.122022418,0.120966864,0.120048013,0.119292411,0.118702252,0.118271123,0.117990233,0.11785187,0.117782689,0,0,,0.123946287,0.117782689,0.120254885,,1.052330257
,80,0,0,0.112429888,0.112494205,0.112622838,0.112886969,0.113296813,0.113862077,0.11458722,0.115461648,0.116431389,0.117305221,0.117496305,0.116695772,0.115620581,0.114572457,0.113653989,0.112895718,0.112302074,0.111867782,0.111584589,0.111445027,0.111375246,0,0,,0.117496305,0.111375246,0.1138518,,1.054958882
,81,0,0,0.111230901,0.111295743,0.111425426,0.111691501,0.112103726,0.112670778,0.113395022,0.114261982,0.11521188,0.116051937,0.116230713,0.115462135,0.11441034,0.113371835,0.112454452,0.111693331,0.111095647,0.110657579,0.110371601,0.110230581,0.110160071,0,0,,0.116230713,0.110160071,0.11264177,,1.055107462
,82,0,0,0.112221152,0.112286563,0.112417387,0.112685531,0.11310017,0.113668713,0.114391076,0.115248524,0.116175498,0.116978935,0.117144437,0.116409424,0.115383926,0.114357218,0.113441949,0.112678156,0.112076163,0.111633913,0.111344793,0.111202112,0.111130771,0,0,,0.117144437,0.111130771,0.113617924,,1.054113417
,83,0,0,0.114310809,0.114376807,0.114508805,0.114779026,0.115195915,0.115765381,0.116484584,0.117330324,0.118231613,0.118996543,0.119148171,0.118447226,0.117450305,0.116437561,0.115525685,0.11475968,0.114153329,0.113706631,0.113414095,0.113269589,0.113197336,0,0,,0.119148171,0.113197336,0.115689972,,1.052570456
,84,0,0,0.117140446,0.117207021,0.11734017,0.117612351,0.118031132,0.118600685,0.119315172,0.120146874,0.121019959,0.12174515,0.121882536,0.121215404,0.120248817,0.119252146,0.118345134,0.117577614,0.116967051,0.116515771,0.116219616,0.116073152,0.115999919,0,0,,0.121882536,0.115999919,0.118497911,,1.050712247
,85,0,0,0.120644366,0.120711472,0.120845684,0.121119572,0.121539672,0.122108207,0.122816163,0.123631393,0.12447397,0.125158652,0.125281563,0.124647445,0.12371247,0.122733863,0.121833316,0.121065185,0.120450737,0.119994866,0.119694964,0.119546439,0.119472176,0,0,,0.125281563,0.119472176,0.121975342,,1.04862544
,86,0,0,0.124898438,0.124965994,0.125101105,0.125376296,0.125796916,0.126363059,0.127062426,0.12785866,0.128668595,0.129312289,0.129420544,0.128818244,0.127915717,0.126956991,0.126064566,0.125296883,0.124679032,0.124218675,0.123914965,0.123764307,0.123688978,0,0,,0.129420544,0.123688978,0.12619727,,1.046338536
,87,0,0,0.130084964,0.130152843,0.1302886,0.130564513,0.130984602,0.131546675,0.132235121,0.133009686,0.133784862,0.134387136,0.134480483,0.133908592,0.133039029,0.132101841,0.131219222,0.130453168,0.129832533,0.1293679,0.129060381,0.128907546,0.128831128,0,0,,0.134480483,0.128831128,0.131344801,,1.043850855
,88,0,0,0.136531571,0.136599592,0.136735635,0.137011468,0.137429647,0.13798557,0.138660328,0.139410146,0.140148089,0.140708102,0.14078602,0.140243146,0.139407003,0.138492999,0.137621945,0.136858818,0.136236122,0.13576749,0.135456196,0.13530115,0.135223626,0,0,,0.14078602,0.135223626,0.137743555,,1.041134777
,89,0,0,0.144865477,0.14493336,0.145069128,0.145343681,0.145757956,0.146304791,0.146961995,0.147682664,0.148379377,0.148894716,0.148955927,0.14844127,0.147639758,0.146751234,0.145894009,0.145135455,0.144511625,0.144039365,0.143724359,0.143567069,0.143488424,0,0,,0.148955927,0.143488424,0.146016269,,1.038104135
,90,0,0,0.156565987,0.156633126,0.156767404,0.157038098,0.157444252,0.157975853,0.158607327,0.159289046,0.159934362,0.160396745,0.160437615,0.159953175,0.159191651,0.15833479,0.15749673,0.156746555,0.156123875,0.155649112,0.155330808,0.155171368,0.155091648,0,0,,0.160437615,0.155091648,0.157627596,,1.034469728
,91,0,0,0.176692389,0.176755098,0.176880515,0.177132153,0.177506383,0.177989637,0.178553001,0.179145913,0.17968752,0.180052771,0.18005796,0.179626848,0.178944645,0.178161355,0.177379823,0.17666793,0.176068392,0.175605987,0.175293327,0.175135872,0.175057145,0,0,,0.18005796,0.175057145,0.177542603,,1.028566758
,92,0,0,0.208961622,0.208981373,0.209020875,0.209099885,0.209216096,0.209363034,0.209528708,0.209694382,0.209833159,0.209907869,0.209870529,0.209702925,0.209452366,0.209162674,0.208867798,0.208593086,0.208356699,0.208170887,0.208043289,0.207978335,0.207945858,0,0,,0.209907869,0.207945858,0.209035783,,1.009435203
,93,0,0,0.249204649,0.249214423,0.249233971,0.249273127,0.249331024,0.249404988,0.249489796,0.249576909,0.249653479,0.249700698,0.249691693,0.249615665,0.249499739,0.24936637,0.249231862,0.249107746,0.249001881,0.248919291,0.24886292,0.248834345,0.248820057,0,0,,0.249700698,0.248820057,0.249287364,,1.003539267
,94,0,0,0.323471135,0.323481708,0.323502853,0.32354522,0.323607967,0.323688402,0.323781155,0.323877285,0.323963097,0.324018141,0.324012471,0.323933875,0.323812683,0.323673364,0.323533301,0.323404534,0.32329509,0.32320998,0.323152042,0.323122727,0.32310807,0,0,,0.324018141,0.32310807,0.323580719,,1.002816616
,95,0,0,0.422486659,0.422501018,0.422529738,0.422587245,0.422672343,0.422781313,0.422906813,0.423036701,0.423152491,0.423226756,0.423219493,0.423114399,0.42295189,0.422764676,0.422576133,0.422402552,0.42225486,0.422139917,0.42206163,0.422022011,0.422002201,0,0,,0.423226756,0.422002201,0.422637659,,1.002901774
,96,0,0,0.534605397,0.534628881,0.534675847,0.534769805,0.534908566,0.535085688,0.535288741,0.535497546,0.535681916,0.535797879,0.53578225,0.535609452,0.535343109,0.535035393,0.534724305,0.534436839,0.534191448,0.533999955,0.533869265,0.533803035,0.533769921,0,0,,0.535797879,0.533769921,0.534833583,,1.003799312
,97,0,0,0.645803803,0.645860431,0.645973687,0.646200267,0.646534698,0.646960967,0.647448451,0.647947862,0.64838619,0.648657969,0.648608941,0.648176386,0.64751745,0.64675783,0.64598967,0.6452791,0.64467178,0.644197278,0.643873089,0.643708667,0.643626455,0,0,,0.648657969,0.643626455,0.646294332,,1.007817444
,98,0,0,0.467972686,0.468038868,0.468171232,0.468442691,0.468862674,0.469438785,0.470171099,0.471041104,0.471983531,0.472803906,0.47296698,0.472197564,0.471135947,0.470076188,0.469131741,0.468342992,0.467720575,0.467262709,0.466963002,0.46681495,0.466740924,0,0,,0.47296698,0.466740924,0.469346674,,1.013339425
,99,0,0,0.241889268,0.24195299,0.242080435,0.242342369,0.242749528,0.243312838,0.244039368,0.244923742,0.245920704,0.246843425,0.247051981,0.24620284,0.245094052,0.244032106,0.243111163,0.242355425,0.241765854,0.241335442,0.241055123,0.240917066,0.240848038,0,0,,0.247051981,0.240848038,0.243324941,,1.025758744
,100,0,0,0.15648728,0.156550772,0.156677757,0.156938789,0.157344686,0.157906587,0.158632046,0.159516695,0.160517039,0.161447401,0.161659099,0.160802823,0.159690237,0.158628187,0.157709006,0.156955627,0.156368333,0.155939787,0.155660766,0.155523373,0.155454677,0,0,,0.161659099,0.155454677,0.157924332,,1.03991145
,101,0,0,0.12517579,0.125239498,0.125366913,0.125628757,0.126035692,0.126598487,0.127323871,0.128205751,0.129197575,0.1301117,0.130317516,0.129477592,0.128375621,0.127317474,0.126398567,0.125643964,0.125055064,0.124625066,0.124344993,0.124207053,0.124138084,0,0,,0.130317516,0.124138084,0.126608811,,1.049778697
,102,0,0,0.114343674,0.114407778,0.114535986,0.114799323,0.115208168,0.115772613,0.116497924,0.117375072,0.118352577,0.119240229,0.119436364,0.118622479,0.117537966,0.116486242,0.115567538,0.114810511,0.114218519,0.113785736,0.113503644,0.113364657,0.113295163,0,0,,0.119436364,0.113295163,0.115769627,,1.054205325
,103,0,0,0.111383889,0.111448488,0.111577686,0.111842868,0.112254011,0.112820282,0.113545032,0.114415579,0.115374767,0.116230376,0.116414811,0.115631639,0.114568965,0.113525884,0.112607905,0.111848057,0.11125223,0.110815913,0.110531233,0.110390893,0.110320723,0,0,,0.116414811,0.110320723,0.112800059,,1.055239737
,104,0,0,0.111601752,0.111666904,0.111797209,0.112064419,0.112477985,0.113045915,0.113769262,0.114631232,0.11556883,0.116388947,0.116560485,0.115810324,0.114772734,0.113740474,0.112824114,0.112061476,0.111461431,0.111021094,0.110733419,0.110591504,0.110520547,0,0,,0.116560485,0.110520547,0.113005241,,1.054649911
